A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 0.00000000e+00
r_power = 0
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.98469332e-02;1.49449249e-01;2.47924601e-01;3.43647099e-01;4.34746588e-01;5.19468971e-01;5.96447833e-01;6.64851523e-01;7.24405539e-01;7.75320320e-01;8.18167663e-01;8.53745480e-01;8.82957779e-01;9.06722726e-01;9.25910866e-01;9.41309478e-01;9.53606677e-01;9.63388894e-01;9.71146459e-01;9.77283430e-01;9.82129068e-01;9.85949375e-01;9.88957817e-01;9.91324810e-01;9.93185854e-01;9.94648348e-01;9.95797212e-01;9.96699464e-01;9.97407913e-01;9.97964129e-01;9.98400803e-01;9.98743626e-01;9.99012782e-01;9.99224116e-01;9.99390068e-01;9.99520402e-01;9.99622779e-01;9.99703211e-01;9.99766415e-01;9.99816094e-01;9.99855151e-01;9.99885867e-01;9.99910030e-01;9.99929044e-01;9.99944012e-01;9.99955800e-01;9.99965086e-01;9.99972406e-01;9.99978177e-01;9.99982730e-01;9.99986325e-01;9.99989163e-01;9.99991406e-01;9.99993180e-01;9.99994583e-01;9.99995694e-01;9.99996574e-01;9.99997272e-01;9.99997826e-01;9.99998266e-01;9.99998616e-01;9.99998894e-01;9.99999115e-01;9.99999292e-01;9.99999433e-01;9.99999545e-01;9.99999635e-01;9.99999707e-01;9.99999764e-01;9.99999810e-01;9.99999847e-01;9.99999877e-01;9.99999901e-01;9.99999920e-01;9.99999935e-01;9.99999948e-01;9.99999958e-01;9.99999966e-01;9.99999972e-01;9.99999978e-01;9.99999982e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.74652495e-02;1.99479284e+00;7.80357594e-03
4.98704568e-02;1.49519210e-01;2.48037696e-01;3.43797445e-01;4.34926171e-01;5.19668545e-01;5.96657999e-01;6.65063688e-01;7.24612581e-01;7.75516889e-01;8.18350182e-01;8.53911928e-01;8.83107385e-01;9.06855637e-01;9.26027851e-01;9.41411684e-01;9.53695446e-01;9.63465632e-01;9.71212552e-01;9.77340187e-01;9.82177695e-01;9.85990960e-01;9.88993328e-01;9.91355098e-01;9.93211664e-01;9.94670325e-01;9.95815915e-01;9.96715371e-01;9.97421437e-01;9.97975623e-01;9.98410568e-01;9.98751921e-01;9.99019826e-01;9.99230096e-01;9.99395144e-01;9.99524709e-01;9.99626433e-01;9.99706310e-01;9.99769043e-01;9.99818322e-01;9.99857040e-01;9.99887467e-01;9.99911385e-01;9.99930192e-01;9.99944984e-01;9.99956622e-01;9.99965782e-01;9.99972994e-01;9.99978674e-01;9.99983150e-01;9.99986679e-01;9.99989462e-01;9.99991659e-01;9.99993393e-01;9.99994762e-01;9.99995845e-01;9.99996702e-01;9.99997379e-01;9.99997916e-01;9.99998342e-01;9.99998679e-01;9.99998947e-01;9.99999160e-01;9.99999329e-01;9.99999464e-01;9.99999571e-01;9.99999656e-01;9.99999725e-01;9.99999779e-01;9.99999823e-01;9.99999858e-01;9.99999885e-01;9.99999908e-01;9.99999926e-01;9.99999940e-01;9.99999952e-01;9.99999961e-01;9.99999969e-01;9.99999975e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.76480333e-02;1.99573987e+00;6.38777557e-03
4.98897165e-02;1.49576490e-01;2.48130289e-01;3.43920532e-01;4.35073187e-01;5.19831919e-01;5.96830034e-01;6.65237349e-01;7.24782039e-01;7.75677768e-01;8.18499555e-01;8.54048144e-01;8.83229814e-01;9.06964401e-01;9.26123581e-01;9.41495319e-01;9.53768085e-01;9.63528427e-01;9.71266636e-01;9.77386633e-01;9.82217489e-01;9.86024993e-01;9.89022391e-01;9.91379889e-01;9.93232791e-01;9.94688316e-01;9.95831226e-01;9.96728396e-01;9.97432512e-01;9.97985037e-01;9.98418568e-01;9.98758717e-01;9.99025598e-01;9.99234997e-01;9.99399305e-01;9.99528241e-01;9.99629430e-01;9.99708853e-01;9.99771200e-01;9.99820151e-01;9.99858590e-01;9.99888781e-01;9.99912499e-01;9.99931136e-01;9.99945783e-01;9.99957299e-01;9.99966355e-01;9.99973479e-01;9.99979084e-01;9.99983497e-01;9.99986972e-01;9.99989710e-01;9.99991868e-01;9.99993569e-01;9.99994911e-01;9.99995971e-01;9.99996807e-01;9.99997468e-01;9.99997991e-01;9.99998405e-01;9.99998732e-01;9.99998992e-01;9.99999197e-01;9.99999360e-01;9.99999490e-01;9.99999593e-01;9.99999675e-01;9.99999740e-01;9.99999792e-01;9.99999833e-01;9.99999866e-01;9.99999893e-01;9.99999914e-01;9.99999931e-01;9.99999944e-01;9.99999955e-01;9.99999964e-01;9.99999971e-01;9.99999977e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.77978090e-02;1.99651525e+00;5.22819989e-03
4.99054827e-02;1.49623380e-01;2.48206085e-01;3.44021287e-01;4.35193526e-01;5.19965642e-01;5.96970838e-01;6.65379478e-01;7.24920722e-01;7.75809424e-01;8.18621790e-01;8.54159609e-01;8.83329994e-01;9.07053399e-01;9.26201912e-01;9.41563753e-01;9.53827522e-01;9.63579809e-01;9.71310892e-01;9.77424640e-01;9.82250053e-01;9.86052843e-01;9.89046176e-01;9.91400178e-01;9.93250082e-01;9.94703042e-01;9.95843760e-01;9.96739058e-01;9.97441579e-01;9.97992745e-01;9.98425119e-01;9.98764283e-01;9.99030326e-01;9.99239012e-01;9.99402714e-01;9.99531135e-01;9.99631887e-01;9.99710938e-01;9.99772969e-01;9.99821652e-01;9.99859863e-01;9.99889861e-01;9.99913414e-01;9.99931911e-01;9.99946440e-01;9.99957855e-01;9.99966826e-01;9.99973878e-01;9.99979422e-01;9.99983783e-01;9.99987214e-01;9.99989914e-01;9.99992040e-01;9.99993715e-01;9.99995034e-01;9.99996075e-01;9.99996895e-01;9.99997542e-01;9.99998053e-01;9.99998457e-01;9.99998776e-01;9.99999029e-01;9.99999228e-01;9.99999387e-01;9.99999512e-01;9.99999611e-01;9.99999690e-01;9.99999753e-01;9.99999803e-01;9.99999842e-01;9.99999874e-01;9.99999899e-01;9.99999919e-01;9.99999935e-01;9.99999948e-01;9.99999958e-01;9.99999966e-01;9.99999973e-01;9.99999978e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.79204991e-02;1.99714999e+00;4.27869184e-03
4.99183874e-02;1.49661759e-01;2.48268122e-01;3.44103752e-01;4.35292016e-01;5.20075082e-01;5.97086071e-01;6.65495790e-01;7.25034210e-01;7.75917158e-01;8.18721812e-01;8.54250815e-01;8.83411966e-01;9.07126218e-01;9.26266003e-01;9.41619747e-01;9.53876154e-01;9.63621851e-01;9.71347103e-01;9.77455738e-01;9.82276699e-01;9.86075633e-01;9.89065639e-01;9.91416782e-01;9.93264233e-01;9.94715094e-01;9.95854018e-01;9.96747786e-01;9.97449002e-01;9.97999056e-01;9.98430482e-01;9.98768841e-01;9.99034198e-01;9.99242302e-01;9.99405508e-01;9.99533507e-01;9.99633900e-01;9.99712647e-01;9.99774420e-01;9.99822883e-01;9.99860908e-01;9.99890747e-01;9.99914165e-01;9.99932548e-01;9.99946980e-01;9.99958313e-01;9.99967214e-01;9.99974206e-01;9.99979700e-01;9.99984018e-01;9.99987413e-01;9.99990083e-01;9.99992183e-01;9.99993835e-01;9.99995136e-01;9.99996160e-01;9.99996967e-01;9.99997604e-01;9.99998105e-01;9.99998501e-01;9.99998813e-01;9.99999060e-01;9.99999254e-01;9.99999408e-01;9.99999530e-01;9.99999627e-01;9.99999703e-01;9.99999764e-01;9.99999812e-01;9.99999850e-01;9.99999880e-01;9.99999904e-01;9.99999924e-01;9.99999939e-01;9.99999951e-01;9.99999961e-01;9.99999969e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999989e-01;9.99999992e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.80209762e-02;1.99766953e+00;3.50133850e-03
4.99289488e-02;1.49693169e-01;2.48318894e-01;3.44171239e-01;4.35372617e-01;5.20164642e-01;5.97180367e-01;6.65590967e-01;7.25127073e-01;7.76005311e-01;8.18803653e-01;8.54325441e-01;8.83479034e-01;9.07185798e-01;9.26318442e-01;9.41665559e-01;9.53915943e-01;9.63656249e-01;9.71376730e-01;9.77481182e-01;9.82298501e-01;9.86094280e-01;9.89081565e-01;9.91430368e-01;9.93275813e-01;9.94724958e-01;9.95862414e-01;9.96754930e-01;9.97455078e-01;9.98004221e-01;9.98434873e-01;9.98772573e-01;9.99037369e-01;9.99244995e-01;9.99407796e-01;9.99535450e-01;9.99635550e-01;9.99714048e-01;9.99775609e-01;9.99823892e-01;9.99861764e-01;9.99891473e-01;9.99914782e-01;9.99933071e-01;9.99947423e-01;9.99958689e-01;9.99967532e-01;9.99974476e-01;9.99979929e-01;9.99984212e-01;9.99987577e-01;9.99990221e-01;9.99992300e-01;9.99993934e-01;9.99995220e-01;9.99996231e-01;9.99997027e-01;9.99997654e-01;9.99998148e-01;9.99998537e-01;9.99998843e-01;9.99999085e-01;9.99999276e-01;9.99999427e-01;9.99999546e-01;9.99999640e-01;9.99999714e-01;9.99999773e-01;9.99999819e-01;9.99999856e-01;9.99999886e-01;9.99999909e-01;9.99999927e-01;9.99999942e-01;9.99999954e-01;9.99999963e-01;9.99999970e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.81032449e-02;1.99809473e+00;2.86502212e-03
4.99375916e-02;1.49718873e-01;2.48360442e-01;3.44226466e-01;4.35438573e-01;5.20237927e-01;5.97257527e-01;6.65668845e-01;7.25203056e-01;7.76077438e-01;8.18870613e-01;8.54386498e-01;8.83533907e-01;9.07234544e-01;9.26361344e-01;9.41703040e-01;9.53948497e-01;9.63684391e-01;9.71400970e-01;9.77502000e-01;9.82316339e-01;9.86109537e-01;9.89094596e-01;9.91441485e-01;9.93285289e-01;9.94733029e-01;9.95869285e-01;9.96760776e-01;9.97460050e-01;9.98008450e-01;9.98438468e-01;9.98775628e-01;9.99039965e-01;9.99247201e-01;9.99409669e-01;9.99537041e-01;9.99636902e-01;9.99715195e-01;9.99776583e-01;9.99824719e-01;9.99862466e-01;9.99892069e-01;9.99915287e-01;9.99933500e-01;9.99947787e-01;9.99958997e-01;9.99967794e-01;9.99974697e-01;9.99980117e-01;9.99984371e-01;9.99987712e-01;9.99990336e-01;9.99992397e-01;9.99994016e-01;9.99995289e-01;9.99996290e-01;9.99997077e-01;9.99997696e-01;9.99998183e-01;9.99998567e-01;9.99998868e-01;9.99999106e-01;9.99999294e-01;9.99999442e-01;9.99999558e-01;9.99999650e-01;9.99999723e-01;9.99999780e-01;9.99999826e-01;9.99999862e-01;9.99999890e-01;9.99999913e-01;9.99999931e-01;9.99999945e-01;9.99999956e-01;9.99999965e-01;9.99999972e-01;9.99999978e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.81705934e-02;1.99844269e+00;2.34421793e-03
4.99446639e-02;1.49739906e-01;2.48394440e-01;3.44271656e-01;4.35492541e-01;5.20297891e-01;5.97320660e-01;6.65732565e-01;7.25265224e-01;7.76136450e-01;8.18925398e-01;8.54436451e-01;8.83578800e-01;9.07274424e-01;9.26396443e-01;9.41733704e-01;9.53975130e-01;9.63707416e-01;9.71420802e-01;9.77519032e-01;9.82330934e-01;9.86122020e-01;9.89105258e-01;9.91450581e-01;9.93293043e-01;9.94739633e-01;9.95874907e-01;9.96765560e-01;9.97464120e-01;9.98011910e-01;9.98441410e-01;9.98778128e-01;9.99042090e-01;9.99249006e-01;9.99411203e-01;9.99538345e-01;9.99638009e-01;9.99716135e-01;9.99777381e-01;9.99825397e-01;9.99863041e-01;9.99892557e-01;9.99915702e-01;9.99933851e-01;9.99948086e-01;9.99959250e-01;9.99968008e-01;9.99974879e-01;9.99980271e-01;9.99984502e-01;9.99987823e-01;9.99990429e-01;9.99992476e-01;9.99994084e-01;9.99995346e-01;9.99996338e-01;9.99997118e-01;9.99997730e-01;9.99998212e-01;9.99998591e-01;9.99998889e-01;9.99999124e-01;9.99999309e-01;9.99999454e-01;9.99999569e-01;9.99999659e-01;9.99999730e-01;9.99999787e-01;9.99999831e-01;9.99999866e-01;9.99999894e-01;9.99999916e-01;9.99999933e-01;9.99999947e-01;9.99999958e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.82257200e-02;1.99872741e+00;1.91799943e-03
4.99504507e-02;1.49757116e-01;2.48422258e-01;3.44308631e-01;4.35536698e-01;5.20346954e-01;5.97372314e-01;6.65784699e-01;7.25316087e-01;7.76184730e-01;8.18970219e-01;8.54477319e-01;8.83615528e-01;9.07307050e-01;9.26425158e-01;9.41758791e-01;9.53996918e-01;9.63726252e-01;9.71437026e-01;9.77532967e-01;9.82342874e-01;9.86132233e-01;9.89113981e-01;9.91458024e-01;9.93299386e-01;9.94745037e-01;9.95879508e-01;9.96769475e-01;9.97467450e-01;9.98014742e-01;9.98443818e-01;9.98780175e-01;9.99043829e-01;9.99250485e-01;9.99412459e-01;9.99539412e-01;9.99638915e-01;9.99716905e-01;9.99778035e-01;9.99825952e-01;9.99863512e-01;9.99892957e-01;9.99916041e-01;9.99934140e-01;9.99948330e-01;9.99959458e-01;9.99968185e-01;9.99975029e-01;9.99980398e-01;9.99984609e-01;9.99987914e-01;9.99990507e-01;9.99992542e-01;9.99994139e-01;9.99995393e-01;9.99996378e-01;9.99997151e-01;9.99997759e-01;9.99998236e-01;9.99998612e-01;9.99998906e-01;9.99999138e-01;9.99999321e-01;9.99999465e-01;9.99999578e-01;9.99999667e-01;9.99999737e-01;9.99999792e-01;9.99999836e-01;9.99999870e-01;9.99999897e-01;9.99999918e-01;9.99999935e-01;9.99999949e-01;9.99999959e-01;9.99999968e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.82708375e-02;1.99896039e+00;1.56921705e-03
4.99551854e-02;1.49771197e-01;2.48445018e-01;3.44338884e-01;4.35572827e-01;5.20387095e-01;5.97414576e-01;6.65827351e-01;7.25357699e-01;7.76224230e-01;8.19006887e-01;8.54510753e-01;8.83645575e-01;9.07333742e-01;9.26448650e-01;9.41779314e-01;9.54014743e-01;9.63741662e-01;9.71450299e-01;9.77544366e-01;9.82352642e-01;9.86140588e-01;9.89121117e-01;9.91464113e-01;9.93304577e-01;9.94749458e-01;9.95883272e-01;9.96772678e-01;9.97470175e-01;9.98017060e-01;9.98445788e-01;9.98781850e-01;9.99045253e-01;9.99251694e-01;9.99413487e-01;9.99540285e-01;9.99639657e-01;9.99717535e-01;9.99778570e-01;9.99826406e-01;9.99863899e-01;9.99893285e-01;9.99916319e-01;9.99934376e-01;9.99948531e-01;9.99959628e-01;9.99968329e-01;9.99975151e-01;9.99980501e-01;9.99984697e-01;9.99987988e-01;9.99990570e-01;9.99992595e-01;9.99994185e-01;9.99995432e-01;9.99996411e-01;9.99997179e-01;9.99997782e-01;9.99998256e-01;9.99998628e-01;9.99998921e-01;9.99999150e-01;9.99999331e-01;9.99999473e-01;9.99999585e-01;9.99999673e-01;9.99999742e-01;9.99999796e-01;9.99999839e-01;9.99999873e-01;9.99999900e-01;9.99999921e-01;9.99999937e-01;9.99999950e-01;9.99999961e-01;9.99999969e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.83077598e-02;1.99915101e+00;1.28382117e-03
4.99590591e-02;1.49782717e-01;2.48463639e-01;3.44363635e-01;4.35602385e-01;5.20419936e-01;5.97449151e-01;6.65862246e-01;7.25391743e-01;7.76256544e-01;8.19036885e-01;8.54538105e-01;8.83670157e-01;9.07355577e-01;9.26467867e-01;9.41796104e-01;9.54029325e-01;9.63754268e-01;9.71461158e-01;9.77553692e-01;9.82360634e-01;9.86147424e-01;9.89126956e-01;9.91469094e-01;9.93308823e-01;9.94753076e-01;9.95886352e-01;9.96775299e-01;9.97472405e-01;9.98018956e-01;9.98447400e-01;9.98783221e-01;9.99046418e-01;9.99252685e-01;9.99414329e-01;9.99541000e-01;9.99640264e-01;9.99718051e-01;9.99779009e-01;9.99826779e-01;9.99864215e-01;9.99893554e-01;9.99916547e-01;9.99934569e-01;9.99948695e-01;9.99959768e-01;9.99968447e-01;9.99975252e-01;9.99980587e-01;9.99984770e-01;9.99988050e-01;9.99990622e-01;9.99992639e-01;9.99994222e-01;9.99995463e-01;9.99996437e-01;9.99997202e-01;9.99997802e-01;9.99998272e-01;9.99998642e-01;9.99998932e-01;9.99999160e-01;9.99999339e-01;9.99999480e-01;9.99999591e-01;9.99999678e-01;9.99999746e-01;9.99999800e-01;9.99999842e-01;9.99999876e-01;9.99999902e-01;9.99999922e-01;9.99999939e-01;9.99999952e-01;9.99999962e-01;9.99999970e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.83379732e-02;1.99930696e+00;1.05030492e-03
4.99622284e-02;1.49792143e-01;2.48478874e-01;3.44383884e-01;4.35626567e-01;5.20446804e-01;5.97477437e-01;6.65890794e-01;7.25419594e-01;7.76282980e-01;8.19061426e-01;8.54560482e-01;8.83690266e-01;9.07373440e-01;9.26483589e-01;9.41809838e-01;9.54041254e-01;9.63764581e-01;9.71470041e-01;9.77561322e-01;9.82367171e-01;9.86153016e-01;9.89131733e-01;9.91473169e-01;9.93312297e-01;9.94756035e-01;9.95888872e-01;9.96777444e-01;9.97474229e-01;9.98020508e-01;9.98448720e-01;9.98784342e-01;9.99047371e-01;9.99253495e-01;9.99415017e-01;9.99541585e-01;9.99640761e-01;9.99718474e-01;9.99779368e-01;9.99827083e-01;9.99864474e-01;9.99893773e-01;9.99916734e-01;9.99934728e-01;9.99948830e-01;9.99959882e-01;9.99968544e-01;9.99975334e-01;9.99980657e-01;9.99984829e-01;9.99988100e-01;9.99990665e-01;9.99992676e-01;9.99994253e-01;9.99995489e-01;9.99996459e-01;9.99997220e-01;9.99997817e-01;9.99998286e-01;9.99998653e-01;9.99998942e-01;9.99999168e-01;9.99999346e-01;9.99999486e-01;9.99999596e-01;9.99999682e-01;9.99999750e-01;9.99999803e-01;9.99999845e-01;9.99999878e-01;9.99999904e-01;9.99999924e-01;9.99999940e-01;9.99999953e-01;9.99999963e-01;9.99999970e-01;9.99999977e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.83626951e-02;1.99943456e+00;8.59246096e-04
4.99648212e-02;1.49799854e-01;2.48491338e-01;3.44400450e-01;4.35646351e-01;5.20468784e-01;5.97500577e-01;6.65914148e-01;7.25442378e-01;7.76304606e-01;8.19081503e-01;8.54578787e-01;8.83706716e-01;9.07388053e-01;9.26496450e-01;9.41821074e-01;9.54051013e-01;9.63773018e-01;9.71477308e-01;9.77567563e-01;9.82372519e-01;9.86157591e-01;9.89135640e-01;9.91476504e-01;9.93315140e-01;9.94758456e-01;9.95890933e-01;9.96779198e-01;9.97475722e-01;9.98021777e-01;9.98449799e-01;9.98785260e-01;9.99048151e-01;9.99254158e-01;9.99415581e-01;9.99542064e-01;9.99641168e-01;9.99718819e-01;9.99779661e-01;9.99827333e-01;9.99864686e-01;9.99893954e-01;9.99916887e-01;9.99934858e-01;9.99948940e-01;9.99959975e-01;9.99968624e-01;9.99975402e-01;9.99980714e-01;9.99984878e-01;9.99988141e-01;9.99990700e-01;9.99992705e-01;9.99994278e-01;9.99995511e-01;9.99996478e-01;9.99997236e-01;9.99997830e-01;9.99998297e-01;9.99998663e-01;9.99998950e-01;9.99999175e-01;9.99999352e-01;9.99999491e-01;9.99999600e-01;9.99999685e-01;9.99999753e-01;9.99999805e-01;9.99999847e-01;9.99999879e-01;9.99999905e-01;9.99999925e-01;9.99999941e-01;9.99999954e-01;9.99999963e-01;9.99999971e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.83829227e-02;1.99953895e+00;7.02930892e-04
4.99669424e-02;1.49806162e-01;2.48501534e-01;3.44414003e-01;4.35662536e-01;5.20486766e-01;5.97519508e-01;6.65933253e-01;7.25461017e-01;7.76322298e-01;8.19097926e-01;8.54593761e-01;8.83720173e-01;9.07400008e-01;9.26506971e-01;9.41830266e-01;9.54058996e-01;9.63779920e-01;9.71483253e-01;9.77572669e-01;9.82376895e-01;9.86161333e-01;9.89138837e-01;9.91479231e-01;9.93317465e-01;9.94760437e-01;9.95892620e-01;9.96780633e-01;9.97476943e-01;9.98022816e-01;9.98450683e-01;9.98786011e-01;9.99048790e-01;9.99254701e-01;9.99416042e-01;9.99542456e-01;9.99641501e-01;9.99719102e-01;9.99779902e-01;9.99827537e-01;9.99864859e-01;9.99894101e-01;9.99917012e-01;9.99934964e-01;9.99949030e-01;9.99960052e-01;9.99968689e-01;9.99975457e-01;9.99980761e-01;9.99984917e-01;9.99988175e-01;9.99990728e-01;9.99992730e-01;9.99994298e-01;9.99995528e-01;9.99996492e-01;9.99997248e-01;9.99997841e-01;9.99998306e-01;9.99998670e-01;9.99998956e-01;9.99999181e-01;9.99999357e-01;9.99999495e-01;9.99999603e-01;9.99999688e-01;9.99999755e-01;9.99999807e-01;9.99999848e-01;9.99999881e-01;9.99999906e-01;9.99999926e-01;9.99999942e-01;9.99999954e-01;9.99999964e-01;9.99999972e-01;9.99999978e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;-2.83994723e-02;1.99962435e+00;5.75045073e-04
