A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

1.29462256e-01;2.29548703e-01;3.16019466e-01;3.91111436e-01;4.58245105e-01;5.19241234e-01;5.75135318e-01;6.26547319e-01;6.73859227e-01;7.17309500e-01;7.57048042e-01;7.93171029e-01;8.25745067e-01;8.54825884e-01;8.80474790e-01;9.02774872e-01;9.21847660e-01;9.37868700e-01;9.51077408e-01;9.61774477e-01;9.70303148e-01;9.77019059e-01;9.82260002e-01;9.86325165e-01;9.89466313e-01;9.91888029e-01;9.93752829e-01;9.95187993e-01;9.96292348e-01;9.97142235e-01;9.97796457e-01;9.98300232e-01;9.98688309e-01;9.98987381e-01;9.99217959e-01;9.99395804e-01;9.99533032e-01;9.99638962e-01;9.99720765e-01;9.99783959e-01;9.99832796e-01;9.99870550e-01;9.99899748e-01;9.99922335e-01;9.99939814e-01;9.99953345e-01;9.99963822e-01;9.99971938e-01;9.99978225e-01;9.99983099e-01;9.99986877e-01;9.99989807e-01;9.99992080e-01;9.99993843e-01;9.99995212e-01;9.99996275e-01;9.99997101e-01;9.99997743e-01;9.99998241e-01;9.99998629e-01;9.99998931e-01;9.99999165e-01;9.99999348e-01;9.99999491e-01;9.99999602e-01;9.99999688e-01;9.99999756e-01;9.99999808e-01;9.99999850e-01;9.99999882e-01;9.99999907e-01;9.99999927e-01;9.99999942e-01;9.99999954e-01;9.99999964e-01;9.99999972e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521617e+00;-7.13596188e-02;1.65167043e-05
1.29462317e-01;2.29548812e-01;3.16019619e-01;3.91111627e-01;4.58245331e-01;5.19241492e-01;5.75135605e-01;6.26547632e-01;6.73859565e-01;7.17309859e-01;7.57048418e-01;7.93171421e-01;8.25745470e-01;8.54826297e-01;8.80475207e-01;9.02775291e-01;9.21848075e-01;9.37869108e-01;9.51077805e-01;9.61774859e-01;9.70303513e-01;9.77019405e-01;9.82260328e-01;9.86325470e-01;9.89466598e-01;9.91888295e-01;9.93753077e-01;9.95188223e-01;9.96292561e-01;9.97142432e-01;9.97796639e-01;9.98300400e-01;9.98688464e-01;9.98987524e-01;9.99218090e-01;9.99395924e-01;9.99533143e-01;9.99639064e-01;9.99720858e-01;9.99784044e-01;9.99832873e-01;9.99870621e-01;9.99899812e-01;9.99922394e-01;9.99939867e-01;9.99953393e-01;9.99963866e-01;9.99971977e-01;9.99978261e-01;9.99983131e-01;9.99986906e-01;9.99989833e-01;9.99992103e-01;9.99993864e-01;9.99995231e-01;9.99996292e-01;9.99997116e-01;9.99997755e-01;9.99998253e-01;9.99998639e-01;9.99998939e-01;9.99999173e-01;9.99999355e-01;9.99999497e-01;9.99999607e-01;9.99999693e-01;9.99999760e-01;9.99999812e-01;9.99999853e-01;9.99999884e-01;9.99999909e-01;9.99999929e-01;9.99999944e-01;9.99999956e-01;9.99999965e-01;9.99999973e-01;9.99999978e-01;9.99999983e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521676e+00;-7.13595875e-02;1.16602547e-05
1.29462360e-01;2.29548890e-01;3.16019727e-01;3.91111762e-01;4.58245491e-01;5.19241674e-01;5.75135807e-01;6.26547853e-01;6.73859802e-01;7.17310111e-01;7.57048684e-01;7.93171697e-01;8.25745755e-01;8.54826588e-01;8.80475502e-01;9.02775586e-01;9.21848368e-01;9.37869396e-01;9.51078085e-01;9.61775129e-01;9.70303771e-01;9.77019649e-01;9.82260558e-01;9.86325686e-01;9.89466800e-01;9.91888484e-01;9.93753252e-01;9.95188386e-01;9.96292712e-01;9.97142572e-01;9.97796769e-01;9.98300520e-01;9.98688574e-01;9.98987626e-01;9.99218184e-01;9.99396011e-01;9.99533222e-01;9.99639136e-01;9.99720924e-01;9.99784105e-01;9.99832929e-01;9.99870672e-01;9.99899859e-01;9.99922436e-01;9.99939906e-01;9.99953428e-01;9.99963897e-01;9.99972005e-01;9.99978287e-01;9.99983154e-01;9.99986926e-01;9.99989851e-01;9.99992120e-01;9.99993879e-01;9.99995244e-01;9.99996304e-01;9.99997126e-01;9.99997765e-01;9.99998261e-01;9.99998647e-01;9.99998946e-01;9.99999179e-01;9.99999360e-01;9.99999501e-01;9.99999611e-01;9.99999696e-01;9.99999763e-01;9.99999815e-01;9.99999855e-01;9.99999886e-01;9.99999911e-01;9.99999930e-01;9.99999945e-01;9.99999957e-01;9.99999966e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521718e+00;-7.13595654e-02;8.23312572e-06
1.29462391e-01;2.29548944e-01;3.16019803e-01;3.91111858e-01;4.58245603e-01;5.19241802e-01;5.75135950e-01;6.26548009e-01;6.73859970e-01;7.17310290e-01;7.57048871e-01;7.93171893e-01;8.25745957e-01;8.54826794e-01;8.80475710e-01;9.02775795e-01;9.21848575e-01;9.37869599e-01;9.51078283e-01;9.61775319e-01;9.70303953e-01;9.77019821e-01;9.82260720e-01;9.86325839e-01;9.89466943e-01;9.91888617e-01;9.93753376e-01;9.95188501e-01;9.96292819e-01;9.97142671e-01;9.97796861e-01;9.98300605e-01;9.98688653e-01;9.98987698e-01;9.99218251e-01;9.99396072e-01;9.99533278e-01;9.99639188e-01;9.99720972e-01;9.99784148e-01;9.99832969e-01;9.99870708e-01;9.99899892e-01;9.99922466e-01;9.99939933e-01;9.99953453e-01;9.99963920e-01;9.99972026e-01;9.99978305e-01;9.99983171e-01;9.99986942e-01;9.99989865e-01;9.99992132e-01;9.99993890e-01;9.99995254e-01;9.99996313e-01;9.99997134e-01;9.99997772e-01;9.99998267e-01;9.99998652e-01;9.99998951e-01;9.99999183e-01;9.99999364e-01;9.99999505e-01;9.99999614e-01;9.99999699e-01;9.99999765e-01;9.99999817e-01;9.99999857e-01;9.99999888e-01;9.99999912e-01;9.99999931e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999974e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521747e+00;-7.13595498e-02;5.81418445e-06
1.29462412e-01;2.29548983e-01;3.16019857e-01;3.91111925e-01;4.58245683e-01;5.19241893e-01;5.75136051e-01;6.26548119e-01;6.73860089e-01;7.17310416e-01;7.57049004e-01;7.93172030e-01;8.25746099e-01;8.54826939e-01;8.80475857e-01;9.02775942e-01;9.21848722e-01;9.37869743e-01;9.51078423e-01;9.61775454e-01;9.70304081e-01;9.77019943e-01;9.82260836e-01;9.86325947e-01;9.89467044e-01;9.91888711e-01;9.93753464e-01;9.95188583e-01;9.96292895e-01;9.97142742e-01;9.97796926e-01;9.98300665e-01;9.98688708e-01;9.98987750e-01;9.99218298e-01;9.99396116e-01;9.99533319e-01;9.99639225e-01;9.99721006e-01;9.99784180e-01;9.99832997e-01;9.99870735e-01;9.99899916e-01;9.99922488e-01;9.99939953e-01;9.99953471e-01;9.99963936e-01;9.99972041e-01;9.99978319e-01;9.99983183e-01;9.99986953e-01;9.99989875e-01;9.99992141e-01;9.99993898e-01;9.99995261e-01;9.99996319e-01;9.99997140e-01;9.99997777e-01;9.99998272e-01;9.99998656e-01;9.99998955e-01;9.99999187e-01;9.99999367e-01;9.99999507e-01;9.99999616e-01;9.99999701e-01;9.99999767e-01;9.99999818e-01;9.99999858e-01;9.99999889e-01;9.99999913e-01;9.99999932e-01;9.99999947e-01;9.99999959e-01;9.99999968e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521768e+00;-7.13595388e-02;4.10653825e-06
1.29462427e-01;2.29549010e-01;3.16019895e-01;3.91111973e-01;4.58245739e-01;5.19241957e-01;5.75136123e-01;6.26548197e-01;6.73860173e-01;7.17310505e-01;7.57049097e-01;7.93172128e-01;8.25746199e-01;8.54827041e-01;8.80475960e-01;9.02776046e-01;9.21848825e-01;9.37869845e-01;9.51078521e-01;9.61775549e-01;9.70304172e-01;9.77020030e-01;9.82260917e-01;9.86326023e-01;9.89467116e-01;9.91888778e-01;9.93753526e-01;9.95188641e-01;9.96292949e-01;9.97142792e-01;9.97796972e-01;9.98300708e-01;9.98688748e-01;9.98987786e-01;9.99218332e-01;9.99396147e-01;9.99533347e-01;9.99639252e-01;9.99721030e-01;9.99784202e-01;9.99833018e-01;9.99870753e-01;9.99899933e-01;9.99922504e-01;9.99939968e-01;9.99953484e-01;9.99963948e-01;9.99972052e-01;9.99978329e-01;9.99983192e-01;9.99986961e-01;9.99989882e-01;9.99992148e-01;9.99993904e-01;9.99995267e-01;9.99996324e-01;9.99997144e-01;9.99997781e-01;9.99998276e-01;9.99998659e-01;9.99998958e-01;9.99999189e-01;9.99999369e-01;9.99999509e-01;9.99999618e-01;9.99999702e-01;9.99999768e-01;9.99999819e-01;9.99999859e-01;9.99999890e-01;9.99999914e-01;9.99999933e-01;9.99999948e-01;9.99999959e-01;9.99999968e-01;9.99999975e-01;9.99999980e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521783e+00;-7.13595310e-02;2.90082821e-06
1.29462438e-01;2.29549030e-01;3.16019922e-01;3.91112006e-01;4.58245779e-01;5.19242002e-01;5.75136173e-01;6.26548252e-01;6.73860232e-01;7.17310568e-01;7.57049164e-01;7.93172196e-01;8.25746270e-01;8.54827114e-01;8.80476034e-01;9.02776120e-01;9.21848898e-01;9.37869916e-01;9.51078591e-01;9.61775617e-01;9.70304236e-01;9.77020091e-01;9.82260975e-01;9.86326077e-01;9.89467166e-01;9.91888825e-01;9.93753571e-01;9.95188682e-01;9.96292987e-01;9.97142827e-01;9.97797005e-01;9.98300739e-01;9.98688776e-01;9.98987812e-01;9.99218356e-01;9.99396169e-01;9.99533368e-01;9.99639271e-01;9.99721047e-01;9.99784218e-01;9.99833033e-01;9.99870767e-01;9.99899945e-01;9.99922515e-01;9.99939978e-01;9.99953494e-01;9.99963957e-01;9.99972060e-01;9.99978336e-01;9.99983198e-01;9.99986967e-01;9.99989888e-01;9.99992152e-01;9.99993908e-01;9.99995271e-01;9.99996327e-01;9.99997148e-01;9.99997784e-01;9.99998278e-01;9.99998662e-01;9.99998960e-01;9.99999191e-01;9.99999371e-01;9.99999510e-01;9.99999619e-01;9.99999703e-01;9.99999769e-01;9.99999820e-01;9.99999860e-01;9.99999891e-01;9.99999915e-01;9.99999934e-01;9.99999948e-01;9.99999960e-01;9.99999968e-01;9.99999975e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521793e+00;-7.13595255e-02;2.04938454e-06
1.29462446e-01;2.29549043e-01;3.16019941e-01;3.91112030e-01;4.58245807e-01;5.19242034e-01;5.75136208e-01;6.26548291e-01;6.73860274e-01;7.17310612e-01;7.57049210e-01;7.93172245e-01;8.25746320e-01;8.54827165e-01;8.80476086e-01;9.02776172e-01;9.21848950e-01;9.37869967e-01;9.51078641e-01;9.61775664e-01;9.70304282e-01;9.77020134e-01;9.82261015e-01;9.86326116e-01;9.89467202e-01;9.91888859e-01;9.93753602e-01;9.95188711e-01;9.96293014e-01;9.97142852e-01;9.97797028e-01;9.98300760e-01;9.98688796e-01;9.98987831e-01;9.99218373e-01;9.99396185e-01;9.99533382e-01;9.99639284e-01;9.99721060e-01;9.99784229e-01;9.99833043e-01;9.99870776e-01;9.99899954e-01;9.99922523e-01;9.99939985e-01;9.99953500e-01;9.99963963e-01;9.99972065e-01;9.99978341e-01;9.99983203e-01;9.99986971e-01;9.99989891e-01;9.99992156e-01;9.99993912e-01;9.99995274e-01;9.99996330e-01;9.99997150e-01;9.99997786e-01;9.99998280e-01;9.99998663e-01;9.99998961e-01;9.99999192e-01;9.99999372e-01;9.99999512e-01;9.99999620e-01;9.99999704e-01;9.99999770e-01;9.99999821e-01;9.99999860e-01;9.99999891e-01;9.99999915e-01;9.99999934e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521801e+00;-7.13595216e-02;1.44802719e-06
1.29462451e-01;2.29549053e-01;3.16019954e-01;3.91112047e-01;4.58245827e-01;5.19242057e-01;5.75136234e-01;6.26548318e-01;6.73860303e-01;7.17310643e-01;7.57049243e-01;7.93172279e-01;8.25746355e-01;8.54827201e-01;8.80476122e-01;9.02776208e-01;9.21848986e-01;9.37870003e-01;9.51078675e-01;9.61775698e-01;9.70304314e-01;9.77020164e-01;9.82261044e-01;9.86326143e-01;9.89467228e-01;9.91888883e-01;9.93753624e-01;9.95188732e-01;9.96293033e-01;9.97142870e-01;9.97797045e-01;9.98300776e-01;9.98688811e-01;9.98987844e-01;9.99218386e-01;9.99396196e-01;9.99533393e-01;9.99639294e-01;9.99721069e-01;9.99784237e-01;9.99833051e-01;9.99870783e-01;9.99899960e-01;9.99922529e-01;9.99939991e-01;9.99953505e-01;9.99963968e-01;9.99972069e-01;9.99978345e-01;9.99983206e-01;9.99986974e-01;9.99989894e-01;9.99992158e-01;9.99993914e-01;9.99995276e-01;9.99996332e-01;9.99997152e-01;9.99997788e-01;9.99998281e-01;9.99998665e-01;9.99998962e-01;9.99999193e-01;9.99999373e-01;9.99999512e-01;9.99999621e-01;9.99999705e-01;9.99999770e-01;9.99999821e-01;9.99999861e-01;9.99999892e-01;9.99999916e-01;9.99999934e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521806e+00;-7.13595189e-02;1.02324390e-06
1.29462455e-01;2.29549060e-01;3.16019964e-01;3.91112059e-01;4.58245841e-01;5.19242073e-01;5.75136251e-01;6.26548338e-01;6.73860324e-01;7.17310666e-01;7.57049266e-01;7.93172304e-01;8.25746380e-01;8.54827227e-01;8.80476148e-01;9.02776234e-01;9.21849012e-01;9.37870028e-01;9.51078700e-01;9.61775722e-01;9.70304337e-01;9.77020186e-01;9.82261064e-01;9.86326162e-01;9.89467246e-01;9.91888899e-01;9.93753640e-01;9.95188746e-01;9.96293046e-01;9.97142883e-01;9.97797057e-01;9.98300787e-01;9.98688821e-01;9.98987853e-01;9.99218394e-01;9.99396204e-01;9.99533400e-01;9.99639300e-01;9.99721075e-01;9.99784243e-01;9.99833056e-01;9.99870788e-01;9.99899965e-01;9.99922533e-01;9.99939994e-01;9.99953509e-01;9.99963971e-01;9.99972072e-01;9.99978347e-01;9.99983209e-01;9.99986976e-01;9.99989896e-01;9.99992160e-01;9.99993916e-01;9.99995277e-01;9.99996333e-01;9.99997153e-01;9.99997789e-01;9.99998282e-01;9.99998665e-01;9.99998963e-01;9.99999194e-01;9.99999373e-01;9.99999513e-01;9.99999621e-01;9.99999705e-01;9.99999771e-01;9.99999822e-01;9.99999861e-01;9.99999892e-01;9.99999916e-01;9.99999934e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521809e+00;-7.13595169e-02;7.23147544e-07
1.29462458e-01;2.29549064e-01;3.16019970e-01;3.91112067e-01;4.58245850e-01;5.19242084e-01;5.75136264e-01;6.26548352e-01;6.73860339e-01;7.17310681e-01;7.57049283e-01;7.93172321e-01;8.25746398e-01;8.54827245e-01;8.80476166e-01;9.02776253e-01;9.21849030e-01;9.37870046e-01;9.51078718e-01;9.61775738e-01;9.70304353e-01;9.77020201e-01;9.82261079e-01;9.86326175e-01;9.89467258e-01;9.91888911e-01;9.93753651e-01;9.95188757e-01;9.96293056e-01;9.97142892e-01;9.97797065e-01;9.98300794e-01;9.98688828e-01;9.98987860e-01;9.99218400e-01;9.99396210e-01;9.99533406e-01;9.99639305e-01;9.99721079e-01;9.99784247e-01;9.99833060e-01;9.99870792e-01;9.99899968e-01;9.99922536e-01;9.99939997e-01;9.99953511e-01;9.99963973e-01;9.99972074e-01;9.99978349e-01;9.99983211e-01;9.99986978e-01;9.99989898e-01;9.99992161e-01;9.99993917e-01;9.99995278e-01;9.99996334e-01;9.99997154e-01;9.99997789e-01;9.99998283e-01;9.99998666e-01;9.99998964e-01;9.99999195e-01;9.99999374e-01;9.99999513e-01;9.99999622e-01;9.99999706e-01;9.99999771e-01;9.99999822e-01;9.99999861e-01;9.99999892e-01;9.99999916e-01;9.99999935e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521812e+00;-7.13595156e-02;5.11115755e-07
1.29462460e-01;2.29549068e-01;3.16019975e-01;3.91112073e-01;4.58245857e-01;5.19242092e-01;5.75136273e-01;6.26548361e-01;6.73860349e-01;7.17310692e-01;7.57049295e-01;7.93172333e-01;8.25746411e-01;8.54827257e-01;8.80476179e-01;9.02776266e-01;9.21849043e-01;9.37870059e-01;9.51078730e-01;9.61775750e-01;9.70304364e-01;9.77020212e-01;9.82261089e-01;9.86326185e-01;9.89467267e-01;9.91888920e-01;9.93753659e-01;9.95188764e-01;9.96293063e-01;9.97142898e-01;9.97797071e-01;9.98300800e-01;9.98688833e-01;9.98987865e-01;9.99218405e-01;9.99396214e-01;9.99533409e-01;9.99639309e-01;9.99721083e-01;9.99784250e-01;9.99833062e-01;9.99870794e-01;9.99899971e-01;9.99922538e-01;9.99939999e-01;9.99953513e-01;9.99963975e-01;9.99972076e-01;9.99978351e-01;9.99983212e-01;9.99986979e-01;9.99989899e-01;9.99992162e-01;9.99993918e-01;9.99995279e-01;9.99996335e-01;9.99997154e-01;9.99997790e-01;9.99998284e-01;9.99998667e-01;9.99998964e-01;9.99999195e-01;9.99999374e-01;9.99999514e-01;9.99999622e-01;9.99999706e-01;9.99999771e-01;9.99999822e-01;9.99999862e-01;9.99999892e-01;9.99999916e-01;9.99999935e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521814e+00;-7.13595146e-02;3.61285754e-07
1.29462461e-01;2.29549070e-01;3.16019978e-01;3.91112077e-01;4.58245862e-01;5.19242098e-01;5.75136279e-01;6.26548368e-01;6.73860357e-01;7.17310700e-01;7.57049303e-01;7.93172341e-01;8.25746419e-01;8.54827266e-01;8.80476188e-01;9.02776275e-01;9.21849052e-01;9.37870068e-01;9.51078739e-01;9.61775759e-01;9.70304372e-01;9.77020220e-01;9.82261096e-01;9.86326192e-01;9.89467274e-01;9.91888926e-01;9.93753664e-01;9.95188769e-01;9.96293068e-01;9.97142903e-01;9.97797075e-01;9.98300804e-01;9.98688837e-01;9.98987868e-01;9.99218408e-01;9.99396217e-01;9.99533412e-01;9.99639311e-01;9.99721085e-01;9.99784252e-01;9.99833064e-01;9.99870796e-01;9.99899972e-01;9.99922540e-01;9.99940001e-01;9.99953514e-01;9.99963976e-01;9.99972077e-01;9.99978352e-01;9.99983213e-01;9.99986980e-01;9.99989900e-01;9.99992163e-01;9.99993918e-01;9.99995280e-01;9.99996335e-01;9.99997155e-01;9.99997790e-01;9.99998284e-01;9.99998667e-01;9.99998964e-01;9.99999195e-01;9.99999375e-01;9.99999514e-01;9.99999622e-01;9.99999706e-01;9.99999772e-01;9.99999822e-01;9.99999862e-01;9.99999892e-01;9.99999916e-01;9.99999935e-01;9.99999949e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521815e+00;-7.13595139e-02;2.55398936e-07
1.29462462e-01;2.29549072e-01;3.16019981e-01;3.91112080e-01;4.58245866e-01;5.19242102e-01;5.75136283e-01;6.26548373e-01;6.73860362e-01;7.17310706e-01;7.57049309e-01;7.93172347e-01;8.25746426e-01;8.54827273e-01;8.80476195e-01;9.02776281e-01;9.21849058e-01;9.37870074e-01;9.51078745e-01;9.61775765e-01;9.70304378e-01;9.77020225e-01;9.82261101e-01;9.86326197e-01;9.89467278e-01;9.91888930e-01;9.93753668e-01;9.95188773e-01;9.96293071e-01;9.97142906e-01;9.97797078e-01;9.98300806e-01;9.98688839e-01;9.98987871e-01;9.99218410e-01;9.99396219e-01;9.99533414e-01;9.99639313e-01;9.99721087e-01;9.99784254e-01;9.99833066e-01;9.99870797e-01;9.99899973e-01;9.99922541e-01;9.99940002e-01;9.99953515e-01;9.99963977e-01;9.99972078e-01;9.99978352e-01;9.99983213e-01;9.99986980e-01;9.99989900e-01;9.99992164e-01;9.99993919e-01;9.99995280e-01;9.99996336e-01;9.99997155e-01;9.99997791e-01;9.99998284e-01;9.99998667e-01;9.99998965e-01;9.99999195e-01;9.99999375e-01;9.99999514e-01;9.99999622e-01;9.99999706e-01;9.99999772e-01;9.99999822e-01;9.99999862e-01;9.99999893e-01;9.99999916e-01;9.99999935e-01;9.99999949e-01;9.99999961e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.29521816e+00;-7.13595134e-02;1.80560945e-07
