A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 1.00000000e+00
beta = 0.00000000e+00
r_power = 1
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

5.81831623e-03;2.32091846e-02;5.11485751e-02;8.62625888e-02;1.26337076e-01;1.69843888e-01;2.15628902e-01;2.62779058e-01;3.10551970e-01;3.58334220e-01;4.05614837e-01;4.51967560e-01;4.97038443e-01;5.40536809e-01;5.82228309e-01;6.21929299e-01;6.59502016e-01;6.94850225e-01;7.27915130e-01;7.58671442e-01;7.87123536e-01;8.13301684e-01;8.37258389e-01;8.59064836e-01;8.78807496e-01;8.96584927e-01;9.12504795e-01;9.26681150e-01;9.39231967e-01;9.50276974e-01;9.59935757e-01;9.68326147e-01;9.75562881e-01;9.81756509e-01;9.87012545e-01;9.91430821e-01;9.95105049e-01;9.98122532e-01;1.00056404e+00;1.00250378e+00;1.00400951e+00;1.00514271e+00;1.00595880e+00;1.00650745e+00;1.00683289e+00;1.00697427e+00;1.00696602e+00;1.00683822e+00;1.00661695e+00;1.00632469e+00;1.00598060e+00;1.00560092e+00;1.00519927e+00;1.00478689e+00;1.00437302e+00;1.00396503e+00;1.00356878e+00;1.00318874e+00;1.00282822e+00;1.00248956e+00;1.00217424e+00;1.00188307e+00;1.00161630e+00;1.00137368e+00;1.00115464e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005346e+00;1.00000295e+00;9.99961993e-01;9.99929437e-01;9.99904228e-01;9.99885392e-01;9.99872040e-01;9.99863367e-01;9.99858646e-01;9.99857233e-01;9.99858553e-01;9.99862104e-01;9.99867450e-01;9.99874212e-01;9.99882070e-01;9.99890753e-01;9.99900036e-01;9.99909734e-01;9.99919701e-01;9.99929819e-01;9.99940002e-01;9.99950184e-01;9.99960321e-01;9.99970382e-01;9.99980354e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297566e+00;-7.50060866e-01;5.08179880e-06
5.81831805e-03;2.32091916e-02;5.11485904e-02;8.62626140e-02;1.26337112e-01;1.69843935e-01;2.15628961e-01;2.62779128e-01;3.10552051e-01;3.58334310e-01;4.05614937e-01;4.51967668e-01;4.97038558e-01;5.40536929e-01;5.82228434e-01;6.21929428e-01;6.59502148e-01;6.94850358e-01;7.27915263e-01;7.58671576e-01;7.87123668e-01;8.13301814e-01;8.37258516e-01;8.59064960e-01;8.78807616e-01;8.96585042e-01;9.12504905e-01;9.26681255e-01;9.39232068e-01;9.50277069e-01;9.59935847e-01;9.68326231e-01;9.75562960e-01;9.81756584e-01;9.87012614e-01;9.91430886e-01;9.95105108e-01;9.98122587e-01;1.00056409e+00;1.00250382e+00;1.00400955e+00;1.00514275e+00;1.00595883e+00;1.00650748e+00;1.00683291e+00;1.00697429e+00;1.00696604e+00;1.00683824e+00;1.00661697e+00;1.00632470e+00;1.00598061e+00;1.00560094e+00;1.00519928e+00;1.00478690e+00;1.00437302e+00;1.00396504e+00;1.00356879e+00;1.00318875e+00;1.00282823e+00;1.00248956e+00;1.00217424e+00;1.00188308e+00;1.00161630e+00;1.00137368e+00;1.00115464e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037622e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005346e+00;1.00000295e+00;9.99961992e-01;9.99929436e-01;9.99904227e-01;9.99885391e-01;9.99872039e-01;9.99863365e-01;9.99858645e-01;9.99857232e-01;9.99858552e-01;9.99862103e-01;9.99867449e-01;9.99874211e-01;9.99882069e-01;9.99890752e-01;9.99900035e-01;9.99909734e-01;9.99919700e-01;9.99929819e-01;9.99940002e-01;9.99950184e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297610e+00;-7.50061267e-01;3.87873200e-06
5.81831944e-03;2.32091970e-02;5.11486020e-02;8.62626332e-02;1.26337140e-01;1.69843971e-01;2.15629006e-01;2.62779181e-01;3.10552112e-01;3.58334379e-01;4.05615013e-01;4.51967750e-01;4.97038645e-01;5.40537021e-01;5.82228530e-01;6.21929527e-01;6.59502248e-01;6.94850459e-01;7.27915365e-01;7.58671677e-01;7.87123768e-01;8.13301913e-01;8.37258613e-01;8.59065054e-01;8.78807707e-01;8.96585130e-01;9.12504990e-01;9.26681336e-01;9.39232144e-01;9.50277142e-01;9.59935915e-01;9.68326296e-01;9.75563021e-01;9.81756640e-01;9.87012667e-01;9.91430935e-01;9.95105154e-01;9.98122628e-01;1.00056412e+00;1.00250386e+00;1.00400959e+00;1.00514278e+00;1.00595886e+00;1.00650750e+00;1.00683294e+00;1.00697431e+00;1.00696606e+00;1.00683825e+00;1.00661699e+00;1.00632471e+00;1.00598062e+00;1.00560095e+00;1.00519929e+00;1.00478691e+00;1.00437303e+00;1.00396505e+00;1.00356879e+00;1.00318875e+00;1.00282823e+00;1.00248956e+00;1.00217424e+00;1.00188308e+00;1.00161630e+00;1.00137368e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005346e+00;1.00000295e+00;9.99961991e-01;9.99929435e-01;9.99904226e-01;9.99885390e-01;9.99872038e-01;9.99863365e-01;9.99858644e-01;9.99857231e-01;9.99858551e-01;9.99862103e-01;9.99867448e-01;9.99874211e-01;9.99882069e-01;9.99890752e-01;9.99900035e-01;9.99909733e-01;9.99919700e-01;9.99929819e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297643e+00;-7.50061573e-01;2.96054285e-06
5.81832050e-03;2.32092011e-02;5.11486109e-02;8.62626479e-02;1.26337161e-01;1.69843999e-01;2.15629040e-01;2.62779222e-01;3.10552159e-01;3.58334432e-01;4.05615071e-01;4.51967813e-01;4.97038712e-01;5.40537091e-01;5.82228603e-01;6.21929602e-01;6.59502325e-01;6.94850537e-01;7.27915443e-01;7.58671755e-01;7.87123845e-01;8.13301988e-01;8.37258687e-01;8.59065126e-01;8.78807777e-01;8.96585197e-01;9.12505054e-01;9.26681398e-01;9.39232203e-01;9.50277198e-01;9.59935968e-01;9.68326345e-01;9.75563067e-01;9.81756683e-01;9.87012707e-01;9.91430972e-01;9.95105188e-01;9.98122660e-01;1.00056415e+00;1.00250389e+00;1.00400961e+00;1.00514280e+00;1.00595888e+00;1.00650752e+00;1.00683295e+00;1.00697433e+00;1.00696607e+00;1.00683827e+00;1.00661700e+00;1.00632472e+00;1.00598063e+00;1.00560095e+00;1.00519929e+00;1.00478692e+00;1.00437304e+00;1.00396505e+00;1.00356880e+00;1.00318875e+00;1.00282823e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961991e-01;9.99929435e-01;9.99904225e-01;9.99885389e-01;9.99872038e-01;9.99863364e-01;9.99858644e-01;9.99857230e-01;9.99858551e-01;9.99862102e-01;9.99867448e-01;9.99874210e-01;9.99882068e-01;9.99890751e-01;9.99900034e-01;9.99909733e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297669e+00;-7.50061806e-01;2.25968200e-06
5.81832131e-03;2.32092043e-02;5.11486177e-02;8.62626591e-02;1.26337177e-01;1.69844020e-01;2.15629066e-01;2.62779253e-01;3.10552195e-01;3.58334472e-01;4.05615115e-01;4.51967861e-01;4.97038763e-01;5.40537145e-01;5.82228659e-01;6.21929659e-01;6.59502384e-01;6.94850596e-01;7.27915502e-01;7.58671814e-01;7.87123904e-01;8.13302046e-01;8.37258743e-01;8.59065181e-01;8.78807830e-01;8.96585249e-01;9.12505104e-01;9.26681445e-01;9.39232248e-01;9.50277240e-01;9.59936008e-01;9.68326383e-01;9.75563102e-01;9.81756716e-01;9.87012738e-01;9.91431001e-01;9.95105215e-01;9.98122685e-01;1.00056418e+00;1.00250391e+00;1.00400963e+00;1.00514282e+00;1.00595890e+00;1.00650753e+00;1.00683296e+00;1.00697434e+00;1.00696608e+00;1.00683828e+00;1.00661700e+00;1.00632473e+00;1.00598064e+00;1.00560096e+00;1.00519930e+00;1.00478692e+00;1.00437304e+00;1.00396505e+00;1.00356880e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049391e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961990e-01;9.99929434e-01;9.99904225e-01;9.99885389e-01;9.99872037e-01;9.99863363e-01;9.99858643e-01;9.99857230e-01;9.99858550e-01;9.99862102e-01;9.99867447e-01;9.99874210e-01;9.99882068e-01;9.99890751e-01;9.99900034e-01;9.99909733e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297688e+00;-7.50061984e-01;1.72483534e-06
5.81832192e-03;2.32092067e-02;5.11486229e-02;8.62626676e-02;1.26337189e-01;1.69844036e-01;2.15629086e-01;2.62779277e-01;3.10552222e-01;3.58334503e-01;4.05615149e-01;4.51967897e-01;4.97038802e-01;5.40537186e-01;5.82228701e-01;6.21929703e-01;6.59502428e-01;6.94850641e-01;7.27915548e-01;7.58671859e-01;7.87123949e-01;8.13302090e-01;8.37258787e-01;8.59065223e-01;8.78807870e-01;8.96585288e-01;9.12505141e-01;9.26681480e-01;9.39232282e-01;9.50277273e-01;9.59936038e-01;9.68326412e-01;9.75563129e-01;9.81756742e-01;9.87012761e-01;9.91431022e-01;9.95105235e-01;9.98122703e-01;1.00056419e+00;1.00250392e+00;1.00400964e+00;1.00514283e+00;1.00595891e+00;1.00650755e+00;1.00683297e+00;1.00697435e+00;1.00696609e+00;1.00683828e+00;1.00661701e+00;1.00632474e+00;1.00598064e+00;1.00560096e+00;1.00519930e+00;1.00478692e+00;1.00437304e+00;1.00396506e+00;1.00356880e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961990e-01;9.99929434e-01;9.99904224e-01;9.99885388e-01;9.99872037e-01;9.99863363e-01;9.99858643e-01;9.99857229e-01;9.99858550e-01;9.99862101e-01;9.99867447e-01;9.99874210e-01;9.99882068e-01;9.99890751e-01;9.99900034e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297703e+00;-7.50062120e-01;1.31656499e-06
5.81832240e-03;2.32092085e-02;5.11486268e-02;8.62626741e-02;1.26337199e-01;1.69844048e-01;2.15629101e-01;2.62779295e-01;3.10552243e-01;3.58334527e-01;4.05615175e-01;4.51967925e-01;4.97038831e-01;5.40537217e-01;5.82228734e-01;6.21929736e-01;6.59502462e-01;6.94850676e-01;7.27915582e-01;7.58671894e-01;7.87123983e-01;8.13302124e-01;8.37258819e-01;8.59065255e-01;8.78807902e-01;8.96585318e-01;9.12505170e-01;9.26681508e-01;9.39232308e-01;9.50277297e-01;9.59936062e-01;9.68326434e-01;9.75563150e-01;9.81756761e-01;9.87012779e-01;9.91431039e-01;9.95105250e-01;9.98122717e-01;1.00056421e+00;1.00250393e+00;1.00400965e+00;1.00514284e+00;1.00595892e+00;1.00650755e+00;1.00683298e+00;1.00697435e+00;1.00696610e+00;1.00683829e+00;1.00661702e+00;1.00632474e+00;1.00598065e+00;1.00560097e+00;1.00519930e+00;1.00478693e+00;1.00437304e+00;1.00396506e+00;1.00356880e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904224e-01;9.99885388e-01;9.99872036e-01;9.99863363e-01;9.99858643e-01;9.99857229e-01;9.99858549e-01;9.99862101e-01;9.99867447e-01;9.99874209e-01;9.99882068e-01;9.99890751e-01;9.99900034e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297714e+00;-7.50062224e-01;1.00499377e-06
5.81832276e-03;2.32092099e-02;5.11486299e-02;8.62626791e-02;1.26337206e-01;1.69844058e-01;2.15629113e-01;2.62779309e-01;3.10552259e-01;3.58334544e-01;4.05615194e-01;4.51967946e-01;4.97038854e-01;5.40537241e-01;5.82228758e-01;6.21929762e-01;6.59502488e-01;6.94850702e-01;7.27915609e-01;7.58671920e-01;7.87124009e-01;8.13302149e-01;8.37258845e-01;8.59065279e-01;8.78807925e-01;8.96585340e-01;9.12505192e-01;9.26681529e-01;9.39232328e-01;9.50277316e-01;9.59936079e-01;9.68326451e-01;9.75563166e-01;9.81756776e-01;9.87012793e-01;9.91431052e-01;9.95105262e-01;9.98122728e-01;1.00056422e+00;1.00250394e+00;1.00400966e+00;1.00514285e+00;1.00595893e+00;1.00650756e+00;1.00683299e+00;1.00697436e+00;1.00696610e+00;1.00683829e+00;1.00661702e+00;1.00632474e+00;1.00598065e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904224e-01;9.99885388e-01;9.99872036e-01;9.99863363e-01;9.99858642e-01;9.99857229e-01;9.99858549e-01;9.99862101e-01;9.99867447e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297723e+00;-7.50062303e-01;7.67158989e-07
5.81832303e-03;2.32092110e-02;5.11486322e-02;8.62626829e-02;1.26337211e-01;1.69844065e-01;2.15629122e-01;2.62779319e-01;3.10552271e-01;3.58334558e-01;4.05615209e-01;4.51967962e-01;4.97038871e-01;5.40537259e-01;5.82228777e-01;6.21929781e-01;6.59502508e-01;6.94850722e-01;7.27915629e-01;7.58671940e-01;7.87124029e-01;8.13302169e-01;8.37258864e-01;8.59065298e-01;8.78807943e-01;8.96585358e-01;9.12505208e-01;9.26681545e-01;9.39232343e-01;9.50277330e-01;9.59936093e-01;9.68326463e-01;9.75563178e-01;9.81756787e-01;9.87012803e-01;9.91431061e-01;9.95105271e-01;9.98122737e-01;1.00056422e+00;1.00250395e+00;1.00400967e+00;1.00514285e+00;1.00595893e+00;1.00650757e+00;1.00683299e+00;1.00697436e+00;1.00696610e+00;1.00683829e+00;1.00661702e+00;1.00632475e+00;1.00598065e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904224e-01;9.99885388e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857229e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297730e+00;-7.50062363e-01;5.85576621e-07
5.81832324e-03;2.32092118e-02;5.11486339e-02;8.62626858e-02;1.26337215e-01;1.69844070e-01;2.15629129e-01;2.62779327e-01;3.10552280e-01;3.58334568e-01;4.05615221e-01;4.51967975e-01;4.97038885e-01;5.40537273e-01;5.82228792e-01;6.21929796e-01;6.59502523e-01;6.94850737e-01;7.27915644e-01;7.58671955e-01;7.87124044e-01;8.13302184e-01;8.37258878e-01;8.59065312e-01;8.78807957e-01;8.96585371e-01;9.12505221e-01;9.26681557e-01;9.39232355e-01;9.50277341e-01;9.59936103e-01;9.68326473e-01;9.75563187e-01;9.81756795e-01;9.87012811e-01;9.91431069e-01;9.95105278e-01;9.98122743e-01;1.00056423e+00;1.00250395e+00;1.00400967e+00;1.00514286e+00;1.00595893e+00;1.00650757e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661702e+00;1.00632475e+00;1.00598065e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904224e-01;9.99885388e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857229e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940001e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297735e+00;-7.50062409e-01;4.47018934e-07
5.81832340e-03;2.32092124e-02;5.11486353e-02;8.62626880e-02;1.26337218e-01;1.69844074e-01;2.15629134e-01;2.62779334e-01;3.10552287e-01;3.58334576e-01;4.05615229e-01;4.51967984e-01;4.97038895e-01;5.40537284e-01;5.82228803e-01;6.21929808e-01;6.59502535e-01;6.94850749e-01;7.27915656e-01;7.58671967e-01;7.87124056e-01;8.13302195e-01;8.37258890e-01;8.59065323e-01;8.78807968e-01;8.96585381e-01;9.12505231e-01;9.26681566e-01;9.39232364e-01;9.50277350e-01;9.59936111e-01;9.68326481e-01;9.75563194e-01;9.81756802e-01;9.87012817e-01;9.91431074e-01;9.95105283e-01;9.98122748e-01;1.00056423e+00;1.00250396e+00;1.00400968e+00;1.00514286e+00;1.00595894e+00;1.00650757e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598065e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904223e-01;9.99885388e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940000e-01;9.99950183e-01;9.99960320e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297738e+00;-7.50062445e-01;3.41187822e-07
5.81832352e-03;2.32092129e-02;5.11486363e-02;8.62626897e-02;1.26337221e-01;1.69844078e-01;2.15629138e-01;2.62779338e-01;3.10552293e-01;3.58334582e-01;4.05615236e-01;4.51967991e-01;4.97038902e-01;5.40537292e-01;5.82228811e-01;6.21929816e-01;6.59502544e-01;6.94850758e-01;7.27915665e-01;7.58671976e-01;7.87124064e-01;8.13302204e-01;8.37258898e-01;8.59065331e-01;8.78807976e-01;8.96585389e-01;9.12505238e-01;9.26681573e-01;9.39232370e-01;9.50277356e-01;9.59936117e-01;9.68326486e-01;9.75563199e-01;9.81756807e-01;9.87012822e-01;9.91431079e-01;9.95105287e-01;9.98122751e-01;1.00056424e+00;1.00250396e+00;1.00400968e+00;1.00514287e+00;1.00595894e+00;1.00650757e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598065e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904223e-01;9.99885387e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297741e+00;-7.50062471e-01;2.60518072e-07
5.81832361e-03;2.32092133e-02;5.11486371e-02;8.62626910e-02;1.26337223e-01;1.69844080e-01;2.15629141e-01;2.62779342e-01;3.10552297e-01;3.58334587e-01;4.05615241e-01;4.51967997e-01;4.97038908e-01;5.40537298e-01;5.82228818e-01;6.21929823e-01;6.59502551e-01;6.94850765e-01;7.27915672e-01;7.58671983e-01;7.87124071e-01;8.13302211e-01;8.37258905e-01;8.59065338e-01;8.78807982e-01;8.96585395e-01;9.12505244e-01;9.26681579e-01;9.39232375e-01;9.50277361e-01;9.59936122e-01;9.68326491e-01;9.75563203e-01;9.81756811e-01;9.87012825e-01;9.91431082e-01;9.95105290e-01;9.98122754e-01;1.00056424e+00;1.00250396e+00;1.00400968e+00;1.00514287e+00;1.00595894e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929433e-01;9.99904223e-01;9.99885387e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929818e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297744e+00;-7.50062492e-01;1.98727826e-07
5.81832369e-03;2.32092135e-02;5.11486377e-02;8.62626920e-02;1.26337224e-01;1.69844082e-01;2.15629143e-01;2.62779345e-01;3.10552300e-01;3.58334591e-01;4.05615245e-01;4.51968001e-01;4.97038913e-01;5.40537303e-01;5.82228822e-01;6.21929828e-01;6.59502556e-01;6.94850770e-01;7.27915677e-01;7.58671988e-01;7.87124076e-01;8.13302216e-01;8.37258910e-01;8.59065342e-01;8.78807986e-01;8.96585399e-01;9.12505248e-01;9.26681583e-01;9.39232379e-01;9.50277365e-01;9.59936126e-01;9.68326494e-01;9.75563206e-01;9.81756814e-01;9.87012828e-01;9.91431085e-01;9.95105292e-01;9.98122756e-01;1.00056424e+00;1.00250397e+00;1.00400968e+00;1.00514287e+00;1.00595894e+00;1.00650758e+00;1.00683300e+00;1.00697437e+00;1.00696611e+00;1.00683830e+00;1.00661703e+00;1.00632475e+00;1.00598066e+00;1.00560097e+00;1.00519931e+00;1.00478693e+00;1.00437305e+00;1.00396506e+00;1.00356881e+00;1.00318876e+00;1.00282824e+00;1.00248957e+00;1.00217425e+00;1.00188308e+00;1.00161630e+00;1.00137369e+00;1.00115465e+00;1.00095831e+00;1.00078358e+00;1.00062923e+00;1.00049390e+00;1.00037621e+00;1.00027473e+00;1.00018803e+00;1.00011472e+00;1.00005345e+00;1.00000295e+00;9.99961989e-01;9.99929432e-01;9.99904223e-01;9.99885387e-01;9.99872036e-01;9.99863362e-01;9.99858642e-01;9.99857228e-01;9.99858549e-01;9.99862101e-01;9.99867446e-01;9.99874209e-01;9.99882067e-01;9.99890750e-01;9.99900033e-01;9.99909732e-01;9.99919699e-01;9.99929817e-01;9.99940000e-01;9.99950183e-01;9.99960319e-01;9.99970382e-01;9.99980353e-01;9.99990226e-01;1.00000000e+00;1.00000000e+00;-1.27297745e+00;-7.50062508e-01;1.51743729e-07
