A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 2
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.36369647e-01;5.64344522e-01;6.58265482e-01;7.29011124e-01;7.85105735e-01;8.30668088e-01;8.67964916e-01;8.98390808e-01;9.22911602e-01;9.42302286e-01;9.57287570e-01;9.68606721e-01;9.77001374e-01;9.83155625e-01;9.87643518e-01;9.90912990e-01;9.93298302e-01;9.95043161e-01;9.96323495e-01;9.97265968e-01;9.97961882e-01;9.98477237e-01;9.98859913e-01;9.99144781e-01;9.99357330e-01;9.99516257e-01;9.99635323e-01;9.99724689e-01;9.99791877e-01;9.99842469e-01;9.99880621e-01;9.99909430e-01;9.99931213e-01;9.99947703e-01;9.99960200e-01;9.99969681e-01;9.99976882e-01;9.99982356e-01;9.99986521e-01;9.99989694e-01;9.99992112e-01;9.99993957e-01;9.99995365e-01;9.99996442e-01;9.99997266e-01;9.99997896e-01;9.99998379e-01;9.99998749e-01;9.99999034e-01;9.99999252e-01;9.99999420e-01;9.99999550e-01;9.99999650e-01;9.99999727e-01;9.99999786e-01;9.99999833e-01;9.99999868e-01;9.99999896e-01;9.99999918e-01;9.99999935e-01;9.99999948e-01;9.99999959e-01;9.99999967e-01;9.99999973e-01;9.99999978e-01;9.99999983e-01;9.99999986e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198262e+00;-5.20175801e-02;4.94188140e-06
4.36369700e-01;5.64344591e-01;6.58265563e-01;7.29011215e-01;7.85105834e-01;8.30668194e-01;8.67965027e-01;8.98390924e-01;9.22911721e-01;9.42302408e-01;9.57287693e-01;9.68606844e-01;9.77001495e-01;9.83155744e-01;9.87643634e-01;9.90913103e-01;9.93298411e-01;9.95043266e-01;9.96323596e-01;9.97266065e-01;9.97961975e-01;9.98477325e-01;9.98859998e-01;9.99144861e-01;9.99357406e-01;9.99516329e-01;9.99635392e-01;9.99724754e-01;9.99791938e-01;9.99842527e-01;9.99880675e-01;9.99909481e-01;9.99931261e-01;9.99947747e-01;9.99960241e-01;9.99969720e-01;9.99976918e-01;9.99982389e-01;9.99986552e-01;9.99989722e-01;9.99992138e-01;9.99993981e-01;9.99995387e-01;9.99996462e-01;9.99997284e-01;9.99997913e-01;9.99998394e-01;9.99998763e-01;9.99999046e-01;9.99999264e-01;9.99999431e-01;9.99999559e-01;9.99999658e-01;9.99999734e-01;9.99999793e-01;9.99999839e-01;9.99999874e-01;9.99999901e-01;9.99999922e-01;9.99999939e-01;9.99999952e-01;9.99999962e-01;9.99999969e-01;9.99999976e-01;9.99999980e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198278e+00;-5.20175742e-02;3.35029512e-06
4.36369736e-01;5.64344637e-01;6.58265618e-01;7.29011276e-01;7.85105901e-01;8.30668265e-01;8.67965102e-01;8.98391002e-01;9.22911802e-01;9.42302490e-01;9.57287777e-01;9.68606927e-01;9.77001577e-01;9.83155825e-01;9.87643713e-01;9.90913179e-01;9.93298485e-01;9.95043338e-01;9.96323665e-01;9.97266131e-01;9.97962039e-01;9.98477386e-01;9.98860055e-01;9.99144917e-01;9.99357458e-01;9.99516379e-01;9.99635439e-01;9.99724799e-01;9.99791980e-01;9.99842566e-01;9.99880712e-01;9.99909516e-01;9.99931293e-01;9.99947778e-01;9.99960270e-01;9.99969747e-01;9.99976943e-01;9.99982412e-01;9.99986573e-01;9.99989742e-01;9.99992156e-01;9.99993998e-01;9.99995403e-01;9.99996476e-01;9.99997297e-01;9.99997925e-01;9.99998405e-01;9.99998773e-01;9.99999055e-01;9.99999272e-01;9.99999438e-01;9.99999566e-01;9.99999664e-01;9.99999740e-01;9.99999798e-01;9.99999843e-01;9.99999878e-01;9.99999905e-01;9.99999925e-01;9.99999941e-01;9.99999954e-01;9.99999964e-01;9.99999971e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198289e+00;-5.20175703e-02;2.27272136e-06
4.36369761e-01;5.64344669e-01;6.58265655e-01;7.29011318e-01;7.85105946e-01;8.30668314e-01;8.67965154e-01;8.98391055e-01;9.22911857e-01;9.42302546e-01;9.57287833e-01;9.68606983e-01;9.77001633e-01;9.83155880e-01;9.87643767e-01;9.90913231e-01;9.93298536e-01;9.95043387e-01;9.96323712e-01;9.97266176e-01;9.97962082e-01;9.98477427e-01;9.98860095e-01;9.99144954e-01;9.99357494e-01;9.99516413e-01;9.99635471e-01;9.99724829e-01;9.99792009e-01;9.99842594e-01;9.99880738e-01;9.99909540e-01;9.99931316e-01;9.99947799e-01;9.99960290e-01;9.99969765e-01;9.99976960e-01;9.99982428e-01;9.99986588e-01;9.99989756e-01;9.99992169e-01;9.99994009e-01;9.99995414e-01;9.99996486e-01;9.99997306e-01;9.99997933e-01;9.99998413e-01;9.99998780e-01;9.99999062e-01;9.99999278e-01;9.99999443e-01;9.99999571e-01;9.99999668e-01;9.99999744e-01;9.99999802e-01;9.99999846e-01;9.99999881e-01;9.99999907e-01;9.99999928e-01;9.99999944e-01;9.99999956e-01;9.99999965e-01;9.99999973e-01;9.99999979e-01;9.99999983e-01;9.99999987e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198296e+00;-5.20175676e-02;1.54265725e-06
4.36369777e-01;5.64344690e-01;6.58265680e-01;7.29011346e-01;7.85105977e-01;8.30668347e-01;8.67965188e-01;8.98391091e-01;9.22911894e-01;9.42302584e-01;9.57287872e-01;9.68607022e-01;9.77001671e-01;9.83155917e-01;9.87643803e-01;9.90913267e-01;9.93298570e-01;9.95043420e-01;9.96323744e-01;9.97266207e-01;9.97962111e-01;9.98477455e-01;9.98860122e-01;9.99144980e-01;9.99357519e-01;9.99516436e-01;9.99635493e-01;9.99724850e-01;9.99792029e-01;9.99842612e-01;9.99880755e-01;9.99909557e-01;9.99931332e-01;9.99947814e-01;9.99960304e-01;9.99969778e-01;9.99976972e-01;9.99982440e-01;9.99986599e-01;9.99989765e-01;9.99992178e-01;9.99994018e-01;9.99995421e-01;9.99996493e-01;9.99997313e-01;9.99997939e-01;9.99998418e-01;9.99998785e-01;9.99999066e-01;9.99999282e-01;9.99999447e-01;9.99999574e-01;9.99999672e-01;9.99999746e-01;9.99999804e-01;9.99999848e-01;9.99999883e-01;9.99999909e-01;9.99999929e-01;9.99999945e-01;9.99999957e-01;9.99999967e-01;9.99999974e-01;9.99999979e-01;9.99999984e-01;9.99999987e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198301e+00;-5.20175657e-02;1.04771136e-06
4.36369788e-01;5.64344705e-01;6.58265697e-01;7.29011366e-01;7.85105998e-01;8.30668369e-01;8.67965212e-01;8.98391116e-01;9.22911920e-01;9.42302610e-01;9.57287898e-01;9.68607048e-01;9.77001697e-01;9.83155943e-01;9.87643828e-01;9.90913291e-01;9.93298593e-01;9.95043442e-01;9.96323765e-01;9.97266228e-01;9.97962131e-01;9.98477475e-01;9.98860140e-01;9.99144998e-01;9.99357536e-01;9.99516452e-01;9.99635509e-01;9.99724865e-01;9.99792043e-01;9.99842625e-01;9.99880768e-01;9.99909568e-01;9.99931343e-01;9.99947824e-01;9.99960313e-01;9.99969787e-01;9.99976980e-01;9.99982447e-01;9.99986606e-01;9.99989772e-01;9.99992184e-01;9.99994023e-01;9.99995427e-01;9.99996498e-01;9.99997317e-01;9.99997943e-01;9.99998422e-01;9.99998789e-01;9.99999070e-01;9.99999285e-01;9.99999450e-01;9.99999577e-01;9.99999674e-01;9.99999748e-01;9.99999806e-01;9.99999850e-01;9.99999884e-01;9.99999910e-01;9.99999930e-01;9.99999946e-01;9.99999958e-01;9.99999967e-01;9.99999975e-01;9.99999980e-01;9.99999984e-01;9.99999988e-01;9.99999990e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198305e+00;-5.20175645e-02;7.11953260e-07
4.36369796e-01;5.64344715e-01;6.58265709e-01;7.29011379e-01;7.85106012e-01;8.30668384e-01;8.67965228e-01;8.98391133e-01;9.22911937e-01;9.42302628e-01;9.57287915e-01;9.68607065e-01;9.77001715e-01;9.83155960e-01;9.87643845e-01;9.90913307e-01;9.93298609e-01;9.95043458e-01;9.96323780e-01;9.97266242e-01;9.97962145e-01;9.98477488e-01;9.98860153e-01;9.99145010e-01;9.99357547e-01;9.99516463e-01;9.99635519e-01;9.99724875e-01;9.99792052e-01;9.99842634e-01;9.99880776e-01;9.99909576e-01;9.99931350e-01;9.99947831e-01;9.99960320e-01;9.99969793e-01;9.99976986e-01;9.99982453e-01;9.99986611e-01;9.99989777e-01;9.99992188e-01;9.99994027e-01;9.99995431e-01;9.99996502e-01;9.99997320e-01;9.99997946e-01;9.99998425e-01;9.99998791e-01;9.99999072e-01;9.99999287e-01;9.99999452e-01;9.99999578e-01;9.99999675e-01;9.99999750e-01;9.99999807e-01;9.99999851e-01;9.99999885e-01;9.99999911e-01;9.99999931e-01;9.99999947e-01;9.99999959e-01;9.99999968e-01;9.99999975e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999994e-01;9.99999996e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198307e+00;-5.20175636e-02;4.84049770e-07
4.36369801e-01;5.64344722e-01;6.58265717e-01;7.29011388e-01;7.85106022e-01;8.30668394e-01;8.67965239e-01;8.98391144e-01;9.22911948e-01;9.42302640e-01;9.57287927e-01;9.68607078e-01;9.77001727e-01;9.83155972e-01;9.87643856e-01;9.90913319e-01;9.93298620e-01;9.95043468e-01;9.96323790e-01;9.97266252e-01;9.97962154e-01;9.98477497e-01;9.98860161e-01;9.99145018e-01;9.99357555e-01;9.99516471e-01;9.99635526e-01;9.99724882e-01;9.99792058e-01;9.99842640e-01;9.99880782e-01;9.99909582e-01;9.99931355e-01;9.99947836e-01;9.99960324e-01;9.99969797e-01;9.99976990e-01;9.99982456e-01;9.99986614e-01;9.99989780e-01;9.99992192e-01;9.99994030e-01;9.99995433e-01;9.99996504e-01;9.99997323e-01;9.99997948e-01;9.99998427e-01;9.99998793e-01;9.99999073e-01;9.99999288e-01;9.99999453e-01;9.99999579e-01;9.99999676e-01;9.99999751e-01;9.99999808e-01;9.99999852e-01;9.99999886e-01;9.99999912e-01;9.99999932e-01;9.99999947e-01;9.99999959e-01;9.99999968e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999988e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198309e+00;-5.20175631e-02;3.29315513e-07
4.36369805e-01;5.64344726e-01;6.58265722e-01;7.29011394e-01;7.85106028e-01;8.30668401e-01;8.67965246e-01;8.98391152e-01;9.22911956e-01;9.42302648e-01;9.57287936e-01;9.68607086e-01;9.77001735e-01;9.83155980e-01;9.87643864e-01;9.90913326e-01;9.93298627e-01;9.95043475e-01;9.96323797e-01;9.97266259e-01;9.97962161e-01;9.98477503e-01;9.98860167e-01;9.99145023e-01;9.99357560e-01;9.99516476e-01;9.99635531e-01;9.99724886e-01;9.99792063e-01;9.99842644e-01;9.99880786e-01;9.99909585e-01;9.99931359e-01;9.99947839e-01;9.99960327e-01;9.99969800e-01;9.99976993e-01;9.99982459e-01;9.99986617e-01;9.99989782e-01;9.99992194e-01;9.99994032e-01;9.99995435e-01;9.99996506e-01;9.99997324e-01;9.99997950e-01;9.99998428e-01;9.99998794e-01;9.99999075e-01;9.99999289e-01;9.99999454e-01;9.99999580e-01;9.99999677e-01;9.99999752e-01;9.99999809e-01;9.99999853e-01;9.99999886e-01;9.99999912e-01;9.99999932e-01;9.99999948e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999985e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198310e+00;-5.20175627e-02;2.24163118e-07
4.36369807e-01;5.64344729e-01;6.58265726e-01;7.29011398e-01;7.85106033e-01;8.30668406e-01;8.67965251e-01;8.98391157e-01;9.22911962e-01;9.42302653e-01;9.57287941e-01;9.68607091e-01;9.77001740e-01;9.83155985e-01;9.87643870e-01;9.90913331e-01;9.93298632e-01;9.95043480e-01;9.96323802e-01;9.97266263e-01;9.97962165e-01;9.98477507e-01;9.98860171e-01;9.99145027e-01;9.99357564e-01;9.99516479e-01;9.99635535e-01;9.99724889e-01;9.99792066e-01;9.99842647e-01;9.99880789e-01;9.99909588e-01;9.99931361e-01;9.99947842e-01;9.99960330e-01;9.99969802e-01;9.99976995e-01;9.99982461e-01;9.99986619e-01;9.99989784e-01;9.99992195e-01;9.99994034e-01;9.99995436e-01;9.99996507e-01;9.99997325e-01;9.99997951e-01;9.99998429e-01;9.99998795e-01;9.99999075e-01;9.99999290e-01;9.99999455e-01;9.99999581e-01;9.99999678e-01;9.99999752e-01;9.99999809e-01;9.99999853e-01;9.99999887e-01;9.99999913e-01;9.99999933e-01;9.99999948e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999981e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198310e+00;-5.20175624e-02;1.52656412e-07
4.36369809e-01;5.64344731e-01;6.58265729e-01;7.29011400e-01;7.85106036e-01;8.30668409e-01;8.67965254e-01;8.98391160e-01;9.22911966e-01;9.42302657e-01;9.57287945e-01;9.68607095e-01;9.77001744e-01;9.83155989e-01;9.87643873e-01;9.90913335e-01;9.93298636e-01;9.95043484e-01;9.96323805e-01;9.97266266e-01;9.97962168e-01;9.98477510e-01;9.98860174e-01;9.99145030e-01;9.99357567e-01;9.99516482e-01;9.99635537e-01;9.99724892e-01;9.99792068e-01;9.99842649e-01;9.99880791e-01;9.99909590e-01;9.99931363e-01;9.99947843e-01;9.99960331e-01;9.99969804e-01;9.99976996e-01;9.99982462e-01;9.99986620e-01;9.99989785e-01;9.99992196e-01;9.99994035e-01;9.99995437e-01;9.99996508e-01;9.99997326e-01;9.99997951e-01;9.99998430e-01;9.99998796e-01;9.99999076e-01;9.99999291e-01;9.99999455e-01;9.99999581e-01;9.99999678e-01;9.99999753e-01;9.99999810e-01;9.99999853e-01;9.99999887e-01;9.99999913e-01;9.99999933e-01;9.99999948e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999991e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198311e+00;-5.20175622e-02;1.04007313e-07
4.36369810e-01;5.64344733e-01;6.58265730e-01;7.29011402e-01;7.85106038e-01;8.30668412e-01;8.67965257e-01;8.98391163e-01;9.22911968e-01;9.42302660e-01;9.57287948e-01;9.68607098e-01;9.77001747e-01;9.83155991e-01;9.87643876e-01;9.90913337e-01;9.93298638e-01;9.95043486e-01;9.96323807e-01;9.97266269e-01;9.97962170e-01;9.98477512e-01;9.98860176e-01;9.99145032e-01;9.99357568e-01;9.99516483e-01;9.99635538e-01;9.99724893e-01;9.99792069e-01;9.99842651e-01;9.99880792e-01;9.99909591e-01;9.99931364e-01;9.99947844e-01;9.99960332e-01;9.99969805e-01;9.99976997e-01;9.99982463e-01;9.99986621e-01;9.99989786e-01;9.99992197e-01;9.99994035e-01;9.99995438e-01;9.99996509e-01;9.99997327e-01;9.99997952e-01;9.99998430e-01;9.99998796e-01;9.99999076e-01;9.99999291e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999887e-01;9.99999913e-01;9.99999933e-01;9.99999948e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198311e+00;-5.20175621e-02;7.08911603e-08
4.36369810e-01;5.64344734e-01;6.58265731e-01;7.29011404e-01;7.85106039e-01;8.30668413e-01;8.67965258e-01;8.98391165e-01;9.22911970e-01;9.42302661e-01;9.57287949e-01;9.68607099e-01;9.77001748e-01;9.83155993e-01;9.87643877e-01;9.90913339e-01;9.93298640e-01;9.95043488e-01;9.96323809e-01;9.97266270e-01;9.97962172e-01;9.98477513e-01;9.98860177e-01;9.99145033e-01;9.99357570e-01;9.99516485e-01;9.99635540e-01;9.99724894e-01;9.99792070e-01;9.99842652e-01;9.99880793e-01;9.99909592e-01;9.99931365e-01;9.99947845e-01;9.99960333e-01;9.99969805e-01;9.99976998e-01;9.99982464e-01;9.99986621e-01;9.99989786e-01;9.99992197e-01;9.99994036e-01;9.99995438e-01;9.99996509e-01;9.99997327e-01;9.99997952e-01;9.99998430e-01;9.99998796e-01;9.99999077e-01;9.99999291e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999887e-01;9.99999913e-01;9.99999933e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999993e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198311e+00;-5.20175620e-02;4.83341875e-08
4.36369811e-01;5.64344734e-01;6.58265732e-01;7.29011405e-01;7.85106040e-01;8.30668414e-01;8.67965259e-01;8.98391166e-01;9.22911971e-01;9.42302663e-01;9.57287951e-01;9.68607101e-01;9.77001750e-01;9.83155994e-01;9.87643879e-01;9.90913340e-01;9.93298641e-01;9.95043489e-01;9.96323810e-01;9.97266271e-01;9.97962173e-01;9.98477514e-01;9.98860178e-01;9.99145034e-01;9.99357570e-01;9.99516485e-01;9.99635540e-01;9.99724895e-01;9.99792071e-01;9.99842652e-01;9.99880793e-01;9.99909593e-01;9.99931365e-01;9.99947846e-01;9.99960333e-01;9.99969806e-01;9.99976998e-01;9.99982464e-01;9.99986622e-01;9.99989787e-01;9.99992198e-01;9.99994036e-01;9.99995439e-01;9.99996509e-01;9.99997327e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999291e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999913e-01;9.99999933e-01;9.99999949e-01;9.99999960e-01;9.99999969e-01;9.99999976e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175620e-02;3.29732313e-08
